CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
144,466,Germany,Male,44,0,249157.1488561555,2,0,0,49451.200534245436,1
145,630,Spain,Female,26,10,87255.24891372977,4,0,0,148608.5977295457,0
146,361,Spain,Female,79,7,240313.6296918287,1,0,1,121192.38663637557,1
147,473,France,Male,54,0,25336.282784105657,2,1,1,20489.450364419106,0
148,552,France,Female,68,0,43274.9144763262,3,0,0,140564.12183428643,0
149,760,Germany,Female,61,6,181030.51753642707,4,1,0,57999.76728615303,1
150,514,France,Male,41,10,125303.11224267657,2,0,1,74164.96795273846,0
151,538,Germany,Female,76,7,191280.4508664715,1,0,1,99597.12526062275,0
152,714,Spain,Female,49,2,215889.5862572225,1,0,1,139120.2732257484,0
153,425,Spain,Male,69,1,62771.21901525865,1,1,1,140552.4610230279,0
154,552,Germany,Male,79,6,170707.29260993548,4,1,0,93251.3291549961,1
155,496,Spain,Female,75,9,151900.30915843902,2,1,1,61174.1844554883,0
156,712,France,Female,69,4,215383.75729803278,2,0,1,56294.69242172895,0
157,755,France,Male,29,0,107525.97515247067,4,1,1,67371.62284120226,0
158,353,Germany,Female,56,1,12967.607677664999,2,0,0,43466.77886007141,1
159,638,Spain,Male,19,2,143546.531818128,4,1,1,107078.29238161247,0
160,658,Spain,Male,20,5,239719.57977961443,1,0,0,88614.26665681734,1
161,450,Germany,Male,73,0,3657.794876305853,2,1,1,120550.411035074,0
162,399,Germany,Female,76,7,60064.49710561365,1,1,1,32234.471195626244,0
163,533,Spain,Male,19,1,79016.94749103,4,0,0,71987.75716422182,0
164,843,Germany,Male,19,4,191459.7219727439,1,0,1,51182.17286611587,0
165,361,France,Male,71,7,80819.23061704046,3,1,1,89574.20681372266,0
166,495,Spain,Female,18,4,59770.965799078476,4,1,0,80871.7178782197,0
167,841,Germany,Female,36,7,162139.50361676028,3,1,0,78443.50865457377,1
168,405,Germany,Female,19,5,11601.322240249901,4,0,0,61034.97215271252,0
169,594,Germany,Male,70,6,42649.21498968674,1,0,0,114489.92468163649,0
170,750,Spain,Female,61,7,102007.55716736092,1,1,1,82603.8015540284,0
171,833,France,Female,49,2,88899.99058500778,1,1,1,46291.691375715076,0
172,455,France,Male,87,4,86791.4547958408,3,1,0,91168.17147697313,0
173,705,Spain,Male,49,9,27138.75327991544,1,0,1,97567.38028512121,0
174,674,Germany,Female,85,6,90210.00486244915,3,0,1,22779.358044493212,0
175,754,Spain,Female,72,8,199498.19299785068,3,0,1,46491.22591030675,0
176,501,Spain,Male,73,5,103461.05044934881,2,0,1,51512.50831654671,0
177,751,Germany,Female,34,9,146542.79620392126,2,0,1,52249.77108120709,0
178,486,Spain,Male,55,0,40894.85232932938,2,0,1,51049.963146804,0
179,667,France,Male,41,10,17427.840867144023,4,0,1,55313.35230369905,0
180,639,Spain,Female,86,7,219989.01048289015,3,0,0,54154.5394131276,1
181,561,Germany,Female,87,5,82843.1490364897,1,1,1,134928.94885206874,0
182,842,Spain,Female,28,0,87584.30826703318,2,1,0,61554.22339184417,0
183,605,France,Female,33,3,219421.96236971463,4,0,1,65469.15286761185,0
184,464,Spain,Male,76,5,176942.83722718598,3,0,1,54603.044135810065,0
185,387,Spain,Female,87,9,189065.6777469032,4,0,0,145784.66674053253,1
186,499,Spain,Female,20,0,170500.87104191567,1,0,0,89613.80403055545,1
187,570,Spain,Female,37,9,26448.061197884093,2,1,0,99370.99484697712,0
188,350,Germany,Male,76,4,239498.95526405692,3,1,0,115613.34406820334,1
189,788,France,Female,53,2,227284.0717819819,4,1,0,63382.82894261851,1
190,497,France,Female,36,6,59055.03170786361,2,1,0,145941.45586942643,0
191,322,France,Male,84,7,200998.5477859603,2,1,1,39802.40243466388,1
192,522,Spain,Male,36,2,102349.10787432999,3,0,1,79515.89806426477,0
193,520,France,Male,37,9,170941.74196612075,2,0,0,38907.10410581636,1
194,565,Germany,Male,88,2,41400.7499533085,4,0,1,122748.84701384982,0
195,372,Spain,Male,69,10,134638.5626641052,3,0,0,33951.29996285127,1
196,376,Spain,Female,50,2,31654.074889976513,3,1,0,92006.9484437658,1
197,843,France,Male,57,10,134041.79133952898,2,1,0,33624.815750086535,0
198,734,Spain,Male,56,5,60898.489014303195,1,1,0,78846.04546401228,0
199,364,Spain,Male,18,5,113116.63219220366,1,0,1,56440.03881344139,0
200,656,France,Male,28,2,166992.3417936077,1,1,0,137428.57853471243,1
201,317,Germany,Male,74,5,219268.6454151547,4,0,1,26902.45335922465,1
202,735,Germany,Male,67,8,41322.250771319515,3,1,1,104491.89187403185,0
203,740,France,Male,40,10,223317.27885442457,2,1,1,110382.66028451266,0
204,308,Germany,Male,48,7,97509.41198182253,1,1,1,135567.6733095571,0
205,769,Germany,Female,59,10,210949.14215147024,2,0,0,134104.82932045087,1
206,647,Germany,Female,24,6,128136.97960444076,1,1,0,147017.3172589878,0
207,671,Spain,Female,33,6,215552.14294073498,1,0,0,53008.2160651237,1
208,474,Spain,Male,77,7,165706.0168800499,2,0,1,55727.29889921067,0
209,814,Spain,Male,19,6,127179.03515419207,4,0,0,71648.05465008997,0
210,429,Germany,Male,18,2,78134.6582500822,2,1,0,89885.00748274158,0
211,592,Spain,Female,65,7,242227.27190466385,2,1,0,67728.44941816622,1
212,652,Germany,Male,29,7,200224.41441660444,4,1,0,116238.53337083293,1
213,523,France,Male,86,0,95296.79629306534,4,1,0,21110.856748254926,0
214,823,Germany,Male,54,9,41680.89826476151,2,0,1,22295.061025164192,0
215,808,Spain,Female,49,4,194883.85464832344,4,1,1,113087.37877801912,0
216,667,Germany,Female,26,4,247486.07195272998,1,0,0,134805.75893159647,1
217,799,Spain,Male,36,0,69743.73844811802,4,0,1,120951.16898518382,0
218,389,Spain,Female,65,5,228965.76808374893,2,1,1,35221.90974561935,1
219,371,France,Male,20,5,31342.676396980045,4,0,1,141546.6235011394,0
220,732,France,Male,37,3,238051.56356296354,3,0,1,87848.64040589718,0
221,647,Spain,Female,41,5,186334.72811076583,4,1,0,116498.36977111106,1
222,562,Germany,Female,71,5,86649.05731592586,1,0,1,46136.00569621324,0
223,570,France,Female,50,0,76157.95557405846,3,1,1,91343.43202144,0
224,808,France,Female,41,4,160858.83848483782,1,1,1,62907.9044996701,0
225,807,Spain,Male,89,1,148376.785064675,1,0,1,146718.90055873478,0
226,719,Germany,Male,53,6,229734.1753734216,3,1,0,81645.49817565174,1
227,371,France,Female,55,8,191560.78355230356,1,0,1,118225.00812860984,1
228,373,France,Female,42,8,135091.2181434817,3,1,0,98420.15172675558,1
229,802,Germany,Male,35,10,231891.46045991362,1,1,0,32258.837333983207,1
230,445,France,Male,83,8,148182.6578333047,2,1,1,90580.60820299175,0
231,345,Germany,Male,71,10,212421.20891516932,1,1,0,90228.06277084119,1
232,404,Spain,Male,52,6,210235.6630244641,3,1,0,113042.21539295468,1
233,408,France,Female,78,6,229798.71473738406,2,0,0,61848.04215898248,1
234,616,Spain,Female,58,0,16900.507819776143,2,1,0,131884.7748546144,0
235,420,Germany,Female,50,10,145954.91698669444,4,0,0,100938.45509049586,0
236,798,Spain,Male,85,10,117098.14779276229,4,1,1,25114.370826993803,0
237,342,Spain,Male,50,5,122635.59586616812,4,0,0,111888.65250039099,1
238,398,Spain,Female,31,4,114977.65090505072,2,0,1,137905.69830543845,0
239,610,Germany,Female,38,7,209366.67235558524,4,0,1,108809.12238971051,0
240,513,Germany,Female,65,7,79608.2243542347,2,0,1,69399.64957130092,0
241,762,Germany,Male,37,10,115687.77040744461,4,0,1,96784.34797880423,0
242,722,Germany,Female,25,3,50170.635725271415,1,1,1,42281.77523253135,0
243,688,Germany,Male,24,0,62929.15398118368,4,0,1,98163.2115626804,0
244,411,France,Female,84,5,165105.02083596875,3,0,1,85129.05678954031,0
245,571,France,Female,34,9,29233.98456266549,4,0,1,23400.499499502985,0
246,401,France,Female,50,0,46955.45274866933,2,1,1,61845.68520802068,0
247,509,Spain,Male,65,4,132008.6398928285,3,1,0,44862.1423832116,0
248,321,Spain,Male,76,4,10943.25699075338,3,1,0,70784.75047909678,1
249,458,Germany,Male,39,2,31731.749855097885,2,1,1,51438.21581354333,0
250,642,Germany,Male,47,4,215838.2347416872,3,0,1,128452.33072316815,0
251,699,France,Male,55,5,211536.69144874893,3,1,0,110698.85357017978,1
252,753,Germany,Male,68,4,86944.02626174554,3,1,1,116214.91641292404,0
253,442,Spain,Female,71,0,86997.82882779611,4,1,1,66912.75032123682,0
254,696,Germany,Male,25,6,234128.86231600092,3,0,0,20448.02747098315,1
255,835,France,Female,44,2,6460.2847680058085,1,1,1,48489.97998605176,0
256,440,Germany,Male,44,6,145073.87827131772,1,0,0,118188.76657615803,0
257,539,Spain,Female,38,4,149347.64476018184,4,1,1,98368.78494910357,0
258,591,France,Female,47,2,196971.76679541531,4,0,1,90015.16153619393,0
259,381,Germany,Male,45,10,237937.62895565017,1,1,1,56467.59161171812,1
260,470,Spain,Female,81,5,88956.89676083598,3,0,1,29846.50249965051,0
261,825,France,Male,86,0,109458.3683640003,1,0,1,122032.64113033444,0
262,841,France,Male,78,5,167824.62013004435,2,0,0,25025.22383930851,1
263,409,Spain,Male,65,3,241817.90558604416,3,1,1,27687.74095213707,0
264,511,Germany,Male,36,3,222698.08843417687,1,0,1,58341.58063203544,0
265,737,Germany,Female,21,4,166763.25081751114,1,1,0,94481.37806168979,1
266,621,Germany,Male,52,8,214180.89291775553,3,1,1,148989.44715663098,0
267,383,France,Female,81,0,21301.107722859066,3,0,1,31783.404800980887,0
268,675,France,Female,66,2,94281.73571296317,3,0,1,81512.20390513797,0
269,352,Germany,Female,34,10,3273.123924711796,4,1,0,98227.92939782464,1
270,795,France,Male,61,3,44368.05956523759,2,1,0,127003.68125845492,0
271,555,France,Female,47,1,157623.1428006005,4,0,1,109649.8089649575,0
272,519,Spain,Male,63,8,221390.40593341668,1,1,1,125006.4053495296,0
273,399,Germany,Female,23,10,158195.07749794886,2,0,0,87920.97092538427,1
274,428,Germany,Male,54,6,166034.52675214168,4,0,1,76416.20445551563,0
275,518,Germany,Male,41,0,25955.40131405047,1,1,0,100434.68124579605,0
276,776,France,Male,63,8,166215.12272834496,3,1,1,137113.20523257277,0
277,757,France,Male,70,5,113586.67934229774,1,1,0,91610.13108094159,0
278,321,France,Female,77,1,162860.05789545586,3,0,0,98727.105494925,1
279,628,Germany,Female,80,0,81543.27738245684,4,1,1,63936.89991762684,0
280,779,France,Male,49,5,145371.48541579253,1,0,0,97495.78792148166,0
281,638,Germany,Female,50,6,106017.32420774734,2,0,1,101609.33596613856,0
282,478,France,Male,84,9,139659.2638587652,1,0,0,117945.31318497212,0
283,720,Germany,Male,35,5,36772.37958245,3,1,1,94382.97035168723,0
284,781,Spain,Female,42,6,98956.21340432126,4,1,0,45681.538306466144,0
285,348,France,Male,71,5,93569.66431421351,2,1,1,95650.39095325359,0
286,329,Germany,Male,75,7,184098.63016320206,2,0,0,58723.283179925835,1
287,384,Spain,Male,84,1,176602.37849201637,4,1,0,31352.184355426158,1
288,801,Spain,Male,63,8,227214.67118283326,4,0,1,127306.30708978194,0
289,845,France,Male,41,8,158013.8980707994,1,1,1,28589.374667265838,0
290,628,Germany,Female,49,10,78636.78244836834,1,1,0,102121.4205533974,0
291,733,France,Female,64,8,195806.16580883283,2,0,0,148504.299689932,1
292,548,Spain,Female,40,6,124249.4108834066,1,0,1,31390.492291491275,0
293,433,France,Male,83,8,48373.30265726963,3,0,0,48617.13971387876,0
294,664,Germany,Male,44,0,186852.86708178162,3,1,1,118904.54764247815,0
295,724,Spain,Male,19,2,33132.84892980725,1,0,1,32596.237118838566,0
296,714,France,Male,34,1,44538.3328115323,2,1,1,128254.25331379121,0
297,811,France,Male,50,10,189688.98210878682,1,1,1,20035.11590637462,0
298,684,France,Male,26,0,192536.17351782203,4,1,1,135693.15427174408,0
299,687,France,Female,60,4,197695.3172010538,4,1,1,28687.009801306842,0
300,748,France,Male,65,0,73331.28110427891,2,0,0,139857.38031695396,0
301,602,Spain,Female,56,2,216646.8643428797,2,1,1,132391.6602965925,0
302,398,Spain,Male,59,5,180667.0339905182,4,0,0,90143.20545402258,1
303,605,Germany,Female,43,5,208491.85238783513,4,1,1,121133.3216916858,0
304,341,France,Male,67,2,177151.3711867225,3,0,1,29733.990225030895,1
305,767,Germany,Female,42,3,144899.11468658515,1,1,0,37569.220752547386,0
306,739,Spain,Female,41,6,27348.692893504835,2,1,1,68007.35466184732,0
307,626,France,Male,30,5,177734.05298798732,4,1,1,89869.61645104122,0
308,332,Germany,Male,77,10,172615.19386454602,2,0,1,132867.8537705397,1
309,711,France,Female,24,1,78122.7833217151,4,1,1,90548.4581764873,0
310,413,France,Male,74,8,183954.9422616065,2,0,0,106476.67372377194,1
311,807,Germany,Male,53,5,137613.6383578319,2,0,0,108384.97462950683,0
312,355,Spain,Male,62,1,139851.55963585374,3,0,0,134083.8565861865,1
313,651,Germany,Female,37,6,91901.16969642814,3,0,0,120978.11670356635,0
314,628,Germany,Male,82,10,29196.26033503414,3,0,0,147013.9388024789,0
315,845,Germany,Female,25,10,54232.11446649725,3,1,1,22601.64296445839,0
316,569,France,Female,33,9,192207.91333401453,3,1,1,47017.72795237828,0
317,495,Spain,Male,31,9,67860.38762422347,4,0,1,140957.94560613926,0
318,712,Spain,Female,32,3,563.2635839028787,1,1,0,122988.6286913745,0
319,378,France,Male,83,0,249254.35528288753,4,1,0,54757.15698454342,1
320,382,Spain,Male,49,9,52670.55846259272,1,0,0,146652.06516566075,1
321,436,Germany,Female,80,8,163845.78721759847,3,0,0,133084.5335405131,1
322,838,Spain,Female,68,10,231730.50114374844,2,0,1,28405.439435803364,0
323,605,France,Female,42,9,149928.18365848425,2,0,0,125470.27984370074,0
324,610,Spain,Female,75,7,199757.65377111433,1,1,0,121983.38973558733,1
325,687,France,Female,80,4,244092.92803720373,1,1,1,48749.896692037495,0
326,848,Germany,Male,79,2,215090.85648244643,4,0,0,107002.0464414536,1
327,805,France,Female,39,3,139476.02216959043,1,1,0,146129.36947407247,0
328,687,Spain,Male,75,2,90925.73262051903,4,0,0,107862.94353834228,0
329,592,Germany,Male,75,9,120616.1122909899,3,0,0,125789.47463495452,0
330,478,Spain,Female,66,7,210456.5420476361,2,1,1,32920.24756892036,0
331,728,France,Female,69,4,213338.65253766006,2,0,0,114569.6426155602,1
332,823,Germany,Female,59,10,211463.7305895909,4,1,1,46618.11278202152,0
333,611,France,Female,87,7,149306.10068750274,1,1,1,29341.04241896743,0
334,379,Spain,Female,32,0,119238.97943940324,4,1,0,91770.06517967407,1
335,313,France,Male,71,8,77834.51402391544,1,1,0,117579.44463765946,1
336,353,Spain,Male,77,10,840.2137954823252,1,1,1,91076.83250785482,0
337,746,Spain,Male,25,9,191121.31771523895,1,1,0,141107.5936169381,1
338,364,Germany,Female,70,2,69249.57000351367,4,0,0,110436.62492358898,1
339,671,Germany,Female,77,0,82419.47384633435,3,1,0,35284.72711941444,0
340,802,France,Male,22,2,210870.30621176097,2,1,0,141487.36522113712,1
341,395,Spain,Female,85,1,13062.789280655157,4,1,0,39875.43771912031,1
342,832,Spain,Female,23,6,231905.08286435966,3,0,0,118573.20766766115,1
343,559,Germany,Female,64,9,340.4806096266033,2,1,1,39310.67830940169,0
344,547,Germany,Male,72,3,234792.27870635153,4,0,0,149815.43585392955,1
345,426,Germany,Female,57,6,113689.6227708541,4,1,1,63184.37605645536,0
346,798,Germany,Male,69,2,25530.656287954895,3,1,1,84470.81186798288,0
347,345,France,Female,33,5,168540.34181029684,4,0,1,80688.87590801783,1
348,567,France,Female,30,6,223964.10643030546,2,0,0,33246.63663383669,1
349,841,France,Male,47,6,109518.204211905,3,1,1,84221.94999929648,0
350,393,France,Female,36,4,172839.47600766658,4,1,1,39435.77925907423,1
351,615,Germany,Female,34,5,244840.6800473235,2,1,1,124257.50631688605,0
352,370,France,Female,80,2,60175.205928251264,4,0,0,144580.74634324067,1
353,748,France,Male,36,3,205112.364230672,3,1,1,125047.5973775112,0
354,666,France,Female,75,10,73809.27733679416,4,1,1,76038.31940276273,0
355,709,Germany,Female,72,5,106584.39999754,2,1,0,20308.281604070806,0
356,390,Spain,Female,79,2,70441.46712431521,1,1,0,24763.649885721545,1
357,808,Germany,Female,40,6,111502.9371085306,4,1,1,84354.56884196325,0
358,827,Spain,Female,26,2,1272.2581070706285,4,0,1,108333.34917424015,0
359,409,Spain,Male,29,8,75859.71183256787,2,0,0,126536.82847046536,0
360,388,France,Male,18,3,111323.51598442394,2,1,0,97939.09641445865,1
361,571,France,Female,75,1,158060.045926524,3,1,0,147180.7064116555,1
362,546,France,Female,18,5,159340.3477939772,1,0,1,84191.14419806801,0
